FFD Points: X, Y, Z
0.527652447929, 0.0748775831259, 0.979701161787
0.492059062911, -0.0533604802631, 2.99995485929
0.492053491393, 0.0553367421952, 0.980374842504
0.456430664865, -0.0553866227255, 3.00183572559
0.456424772688, 0.0384525030789, 0.980989482596
1.0, 0.0, 2.97424242018
0.999998999991, 0.5, 0.971972386672
0.9978986491, -0.00030497331148, 2.97283163719
0.997897630179, 0.497458598094, 0.971511363054
0.993695914602, -0.00091244765087, 2.97000996877
0.993694857856, 0.492396396303, 0.970589282335
0.98528906461, -0.00211791171231, 2.96436659649
0.985287932201, 0.48235102988, 0.968745109323
0.973718062806, -0.00375596356806, 2.95594137093
0.973716826258, 0.468700825252, 0.96599186661
0.0176596714178, -0.0222729421261, 2.86211192974
0.0176498302662, 0.314395242362, 0.935329752769
0.00956320013765, -0.0166781571444, 2.86244748273
0.00955328611723, 0.361017673502, 0.935439406664
0.0029278360194, -0.00941591360612, 2.8627613333
0.00291786228016, 0.421535361026, 0.935541968526
4e-14, 0.0, 2.863067659
-1.00000899608e-05, 0.5, 0.935642071363
0.428075909301, -0.0568254750597, 2.86178885646
0.428069761929, 0.0264622667981, 0.935224177058
0.399133323502, -0.0580301418409, 2.86180007326
0.399126915644, 0.0164235442668, 0.935227842548
0.370181194353, -0.058976041909, 2.86180941703
0.370174525923, 0.00854117507242, 0.935230895957
0.341222105215, -0.0596344386833, 2.86181688371
0.341215176152, 0.00305462672872, 0.935233335963
0.312255454118, -0.0599709267918, 2.86182247009
0.312248264353, 0.000250605891318, 0.93523516151
0.283287972025, -0.0599457456802, 2.86182617183
0.28328052155, 0.000460444991167, 0.935236371187
0.254323891484, -0.0595109736646, 2.86182798698
0.25431618033, 0.00408348473675, 0.93523696435
0.225370482727, -0.0586078876793, 2.86182791519
0.22536251099, 0.011609075855, 0.93523694089
0.196440025896, -0.0571632433041, 2.86182595914
0.196431793782, 0.0236475783396, 0.935236301682
0.167548323924, -0.0550818705617, 2.86182212537
0.167539831782, 0.040992062118, 0.93523504886
0.138722017701, -0.0522341802461, 2.86181642593
0.13871326612, 0.0647224192423, 0.935233186365
0.10999925751, -0.0484313841172, 2.86180887768
0.109990247423, 0.0964118588257, 0.935230719706
0.0814813100311, -0.0433788164572, 2.86179950749
0.0814720432795, 0.138515887592, 0.935227657664
0.053331631059, -0.0365322684433, 2.86178832313
0.053322110958, 0.195569503481, 0.935224002773
0.0352010121782, -0.030507135207, 2.86177990917
0.0351913289002, 0.245778110307, 0.935221253214
0.0263979877175, -0.0268034677901, 2.86177533288
0.0263882252115, 0.276641491057, 0.935219757747
0.96561905054, -0.00488812537194, 2.86178812096
0.9656177411, 0.459266300795, 0.935223936707
0.948965869203, -0.0071801319181, 2.86181154451
0.948964409882, 0.440166564573, 0.935231591186
0.915640762744, -0.011626039022, 2.86185353255
0.915639003495, 0.403117956184, 0.935245312278
0.880479580428, -0.0161230235339, 2.86189078466
0.880477504725, 0.365643709822, 0.93525748573
0.845295111085, -0.0204335052555, 2.86192083232
0.845292718719, 0.329723627477, 0.935267304875
0.810089063295, -0.0245641952899, 2.86194367464
0.810086354072, 0.295301784221, 0.935274769416
0.774862818012, -0.0285191491814, 2.86195931085
0.77485979175, 0.262344384415, 0.935279879106
0.739617419859, -0.0322996557431, 2.86196774049
0.739614076385, 0.230840688129, 0.935282633791
0.704353615287, -0.0359040287763, 2.86196896336
0.704349954437, 0.200804746785, 0.935283033408
0.669071769431, -0.0393277446168, 2.86196297956
0.669067791041, 0.172274256955, 0.935281077987
0.633772188201, -0.0425630231159, 2.86194978947
0.633767892112, 0.145314052133, 0.935276767655
0.598454846158, -0.0455986864017, 2.8619293937
0.59845023221, 0.120017279698, 0.935270102612
0.563119751652, -0.0484199225364, 2.86190179319
0.563114819686, 0.0965073704075, 0.935261083159
0.527766810742, -0.0510079526553, 2.86186698877
0.527761560596, 0.0749408121919, 0.935249709577
0.492396053316, -0.0533396555645, 2.86182498113
0.492390484831, 0.0555102784579, 0.935235982083
0.457007698782, -0.0553869095298, 2.86177577
0.457001811798, 0.0384501130831, 0.935219900592
1.0, 0.0, 2.86177577
0.999998999991, 0.5, 0.935219900592
0.997689706242, -0.00033527529899, 2.86177577575
0.99768868544, 0.49720608574, 0.93521990247
0.993068958073, -0.00100288086475, 2.8617757814
0.993067895684, 0.491642798747, 0.935219904316
0.983825783759, -0.00232642251449, 2.86177579224
0.983824638181, 0.480613468821, 0.935219907859
0.973943169435, -0.00372436669275, 2.86177580187
0.973941934912, 0.468964128158, 0.935219911006
0.0342388628207, 0.0301333991564, 0.203143648492
0.0342291708832, 0.751107474512, 0.0664171054282
0.0524162867186, 0.0362662191147, 0.203143637076
0.0524067583794, 0.802213455731, 0.0664171016975
0.0806119812132, 0.0431994804657, 0.203143619862
0.0806027066375, 0.85998967072, 0.0664170960724
0.109194632429, 0.0483082978904, 0.203143602514
0.1091856151, 0.902562439713, 0.0664170904032
0.137975196131, 0.0521485074042, 0.20314358523
0.137966437829, 0.934563652307, 0.066417084755
0.166867694623, 0.0550240881949, 0.203143567946
0.166859196356, 0.958526426184, 0.0664170791068
0.195827133711, 0.0571262357792, 0.203143550681
0.195818896081, 0.976044030759, 0.0664170734651
0.224826058121, 0.0585859508885, 0.203143533394
0.224818081484, 0.988208120602, 0.0664170678158
0.253847307837, 0.0595000197542, 0.203143516114
0.253839592394, 0.995825234198, 0.0664170621689
0.282879575718, 0.0599426578778, 0.203143498883
0.282872121567, 0.999513823752, 0.0664170565382
0.311915202961, 0.0599728125877, 0.2031434816
0.311908010134, 0.999765108813, 0.0664170508903
0.340948929019, 0.0596391307516, 0.203143464289
0.340941997497, 0.996984473189, 0.0664170452333
0.36997712946, 0.0589817104491, 0.203143447016
0.369970459194, 0.991506061974, 0.0664170395888
0.398997342139, 0.0580351873434, 0.203143429734
0.398990933057, 0.983618500887, 0.0664170339414
0.428007866057, 0.0568285729642, 0.203143412457
0.428001718073, 0.973563548642, 0.0664170282954
0.00277403251683, 0.00917109333291, 0.203213505177
0.00276405739335, 0.576424504033, 0.0664399335897
0.00914411905211, 0.016325709814, 0.203191266159
0.00913420125992, 0.636045314362, 0.0664326661978
0.016963586883, 0.0218592290223, 0.203167498599
0.0169537394667, 0.682157205899, 0.0664248993006
0.0254248975505, 0.0263490288182, 0.203143654199
0.0254151262866, 0.719571580625, 0.0664171072931
0.985978434464, 0.00201961725418, 0.203143511876
0.98597730826, 0.516829863287, 0.0664170607841
0.99399129735, 0.00086984116961, 0.203143445191
0.993990243262, 0.507248555604, 0.0664170389922
0.997997114717, 0.00029069331226, 0.203143411857
0.997996096682, 0.502422403895, 0.0664170280994
0.0846748110857, 0.0127775901518, 3.04212782613
0.0846655730758, 0.606478143296, 0.994156362397
0.0843718291751, 0.0243216674256, 3.03662229598
0.0843625884384, 0.702677183927, 0.992357234211
0.0857934713302, 0.0334214727661, 3.02899128112
0.0857842433884, 0.778507631257, 0.989863528147
0.457007698783, 0.0553869095298, 0.20314339518
0.457001811799, 0.961549886917, 0.0664170226495
0.492639746344, 0.0533245581694, 0.20314340796
0.492634180052, 0.944363912013, 0.0664170268258
0.52825394777, 0.05097407708, 0.20314342074
0.528248702008, 0.924776896052, 0.0664170310022
0.563850066689, 0.0483640162292, 0.20314343352
0.563845141295, 0.903026751464, 0.0664170351785
0.599428092681, 0.0455179380739, 0.2031434463
0.599423487492, 0.879309828785, 0.0664170393549
0.634988098288, 0.0424549178967, 0.203143459082
0.634983813143, 0.853785086055, 0.0664170435317
0.670530105119, 0.0391899593704, 0.203143471872
0.670526139854, 0.826577551794, 0.0664170477112
0.706054107841, 0.0357343382926, 0.203143484648
0.706050462296, 0.797781189419, 0.0664170518864
0.741559847479, 0.0320958583966, 0.203143497433
0.741556521487, 0.767461028954, 0.0664170560643
0.777046860662, 0.028279056691, 0.203143510204
0.777043854057, 0.735654878177, 0.0664170602378
0.812514404349, 0.0242853840783, 0.203143522987
0.812511716954, 0.702374827739, 0.066417064415
0.847961407122, 0.0201133262511, 0.203143535766
0.847959038754, 0.667608258621, 0.066417068591
0.883386426699, 0.0157585523369, 0.203143548542
0.883384377158, 0.631319080823, 0.066417072766
0.918787601785, 0.0112140097557, 0.203143561312
0.918785870858, 0.593448523822, 0.066417076939
0.952340502783, 0.00671959057093, 0.203143573428
0.952339073835, 0.55599565483, 0.0664170808984
0.969107372217, 0.00440197771736, 0.203143579493
0.969106094171, 0.536682536269, 0.0664170828803
0.977488252271, 0.00322483714335, 0.203143582519
0.977487049654, 0.526873194975, 0.0664170838691
0.565635328159, 0.0119693620772, 3.04671704122
0.565630418832, 0.599743021593, 0.995656051978
0.565632538382, 0.0234448617728, 3.04214428722
0.56562762903, 0.69537059193, 0.994161741643
0.564756881925, 0.0338972328526, 3.03439900393
0.564751964692, 0.782472232568, 0.991630694298
0.00292199692274, 0.00940669019811, 2.94543004198
0.00291202313095, 0.578387778521, 0.962556915267
0.00963646491825, 0.0167391383927, 2.94416351171
0.00962655155721, 0.639490495098, 0.962143031366
0.0178277290871, 0.0223714102813, 2.94256920662
0.0178178894481, 0.686425311922, 0.961622035358
0.0266937946774, 0.0269396890423, 2.94082900921
0.0266840348337, 0.724493667125, 0.961053363835
0.0355498258433, 0.0306408927264, 2.941751743
0.0355401457046, 0.755336517111, 0.961354899986
0.0538383618305, 0.0366781926279, 2.94339771313
0.0538288462902, 0.805646511124, 0.961892779386
0.0818570190049, 0.0434558561769, 2.94536775599
0.0818477556347, 0.862126099373, 0.962536561102
0.110310073845, 0.0484787837931, 2.94691017779
0.110301066555, 0.90398313189, 0.963040602392
0.138987975859, 0.052264448183, 2.94811320601
0.138979226672, 0.935529809361, 0.96343373474
0.167783781487, 0.05510168997, 2.94902545294
0.167775291464, 0.959173096865, 0.963731843934
0.196649648105, 0.0571758906028, 2.94968606429
0.196641417878, 0.97645781406, 0.963947722235
0.225551980845, 0.0586152008107, 2.95015981758
0.225544010741, 0.988451865891, 0.964102538008
0.254471539107, 0.0595142873178, 2.95046926065
0.254463829281, 0.99594412858, 0.964203659558
0.283396316461, 0.0599465648446, 2.95062224883
0.283388866961, 0.999546381266, 0.964253653897
0.31231818488, 0.0599705791037, 2.95064145118
0.312310995679, 0.999746496756, 0.964259928951
0.341231837483, 0.0596342715111, 2.95055490151
0.341224908507, 0.996943980193, 0.96423164576
0.370130665796, 0.0589774454655, 2.95037504286
0.370123996912, 0.991470521038, 0.964172870536
0.399018163986, 0.0580344147684, 2.95010854556
0.399011755092, 0.983612062869, 0.964085783048
0.427876181739, 0.0568345683524, 2.94977479938
0.427870032569, 0.973613509378, 0.963976719587
0.456718911843, 0.0554023570544, 2.94938061332
0.456713022261, 0.961678614143, 0.963847905245
0.492224668825, 0.0533502464943, 2.94847917304
0.492219098797, 0.94457797782, 0.963553327508
0.527707343571, 0.0510120880042, 2.94748555834
0.52770209289, 0.925093648474, 0.963228628492
0.563165790899, 0.0484163981939, 2.94639669472
0.563160859346, 0.903463260562, 0.962872803502
0.598600887491, 0.0455865692651, 2.94521512037
0.598596274858, 0.879881745847, 0.962486681974
0.634009947393, 0.0425418842285, 2.94393497528
0.634005653444, 0.854509793408, 0.962068348943
0.669391238456, 0.0392975608227, 2.94255209255
0.669387262941, 0.827474215619, 0.961616442727
0.7047444735, 0.0358650253791, 2.94104002561
0.704740816167, 0.798870230322, 0.961122320966
0.740066363156, 0.0322525697117, 2.93939309266
0.740063023724, 0.768766934815, 0.960584126929
0.77535329313, 0.0284653319747, 2.93759712087
0.775350271282, 0.737207146337, 0.959997229142
0.810629938498, 0.0245021471179, 2.93582293437
0.810627234143, 0.704181156296, 0.959417450476
0.845902773195, 0.020360664114, 2.93412696276
0.845900386299, 0.669669373128, 0.958863231309
0.881150922776, 0.0160389784066, 2.93234372664
0.881148853116, 0.633655925789, 0.958280495355
0.916368379676, 0.0115308995842, 2.93043921724
0.916366626976, 0.596089228381, 0.957658129034
0.949275445776, 0.00713795511915, 2.92846744556
0.949273989242, 0.55948196796, 0.957013782366
0.965723878681, 0.00487354311798, 2.92729011194
0.965722570184, 0.540612182447, 0.956629046649
0.973809048988, 0.00374319238021, 2.92643162833
0.973807813258, 0.531192749956, 0.956348506535
0.984543377412, 0.002224168714, 2.93064423529
0.984542238293, 0.518534430376, 0.957725125989
0.993376417674, 0.00095853239934, 2.93346592119
0.993375358052, 0.507987636867, 0.958647212418
0.997792175877, 0.00032041461577, 2.93487675518
0.997791155998, 0.502670077297, 0.959108252703
0.00286786974518, 0.00932113474604, 1.78892906827
0.00285789546624, 0.577674828303, 0.584629006234
0.0093945592368, 0.0165374329943, 1.78873284506
0.00938464369859, 0.637809644792, 0.584564883308
0.0173783353146, 0.0221069404932, 1.78852313975
0.017368491631, 0.684221433752, 0.584496354626
0.0260046327782, 0.026620907628, 1.78831276395
0.025994866732, 0.721837199614, 0.584427606834
0.0347787474674, 0.03034399869, 1.78831347945
0.034769060389, 0.752862441376, 0.58442784065
0.0528564561316, 0.0363946882191, 1.78831479691
0.0528469317539, 0.803284013759, 0.584428271176
0.0810292302388, 0.0432857445614, 1.78831655323
0.0810199594184, 0.860708526203, 0.584428845115
0.109582507373, 0.0483678287898, 1.78831802974
0.109573493534, 0.903058522273, 0.584429327619
0.138333365337, 0.0521896873428, 1.78831922659
0.138324610258, 0.934906812743, 0.584429718732
0.167194509336, 0.0550519546704, 1.78832013921
0.16718601401, 0.958758642943, 0.584430016964
0.196121677837, 0.0571440362872, 1.78832076515
0.196113442858, 0.976192365854, 0.584430221513
0.225087995913, 0.0585965052875, 1.78832110227
0.225080021633, 0.988296072462, 0.584430331678
0.254076616694, 0.059505318222, 1.78832114976
0.254068903315, 0.99586938736, 0.584430347198
0.283076138073, 0.0599441440463, 1.7883209075
0.283068685691, 0.999526208282, 0.58443026803
0.312078989321, 0.059971904824, 1.78832037485
0.312071797967, 0.999757544241, 0.584430093968
0.341080089985, 0.0596368779338, 1.78831955229
0.341073159643, 0.99696570002, 0.584429825167
0.370075350617, 0.0589789820495, 1.78831844092
0.370068681235, 0.99148332569, 0.584429461985
0.399062789116, 0.0580327589747, 1.78831704091
0.399056380624, 0.983598264818, 0.584429004484
0.428040606363, 0.0568270823483, 1.78831535299
0.428034458674, 0.97355112705, 0.584428452894
0.457007698782, 0.0553869095298, 1.78831337763
0.457001811798, 0.961549886917, 0.584427807377
0.492495421317, 0.0533335148908, 1.78832094577
0.492489853725, 0.944438550114, 0.584430280534
0.527965440644, 0.0509941399049, 1.78832740648
0.527960192286, 0.924944083472, 0.584432391803
0.563417529825, 0.0483971273354, 1.78833275982
0.563412600539, 0.903302672751, 0.584434141197
0.598851672559, 0.0455657634662, 1.78833700567
0.598847062183, 0.879708367079, 0.584435528682
0.63426794348, 0.0425189460631, 1.78834014393
0.634263651853, 0.854318645215, 0.584436554217
0.669666382443, 0.0392715648901, 1.78834217448
0.669662409405, 0.827257586458, 0.584437217773
0.705046947228, 0.0358348418622, 1.7883430971
0.705043292617, 0.798618705207, 0.584437519271
0.740409400499, 0.0322165748109, 1.78834291186
0.740406064153, 0.768466982308, 0.584437458738
0.77575330465, 0.0284213347203, 1.78834161861
0.775750286403, 0.736840508661, 0.584437036122
0.811077929285, 0.0244506596612, 1.78833921754
0.811075228962, 0.703752101309, 0.584436251488
0.846382227428, 0.0203031719244, 1.78833570863
0.846379844847, 0.669190279532, 0.584435104826
0.881664784083, 0.0159746482448, 1.78833109199
0.881662719047, 0.633119850043, 0.584433596175
0.916923796948, 0.0114582768166, 1.78832536775
0.916922049246, 0.595484048738, 0.584431725575
0.950333808984, 0.00699376342915, 1.78831891532
0.950332361975, 0.55828039057, 0.584429617014
0.967029364858, 0.00469190668113, 1.78831531565
0.967028068111, 0.5390985707, 0.584428440694
0.975374625148, 0.00352287254168, 1.78831342241
0.975373403508, 0.529356781901, 0.58442782201
0.984694997152, 0.0022025635973, 1.78831340583
0.984693859397, 0.518354390738, 0.58442781659
0.993441385598, 0.00094916132185, 1.78831338998
0.993440326561, 0.507909545856, 0.584427811411
0.997813833475, 0.00031727371774, 1.78831338208
0.99781281379, 0.502643903583, 0.584427808829
0.428029903813, -0.056827569619, 1.36715931602
0.428023756026, 0.0264448124282, 0.446800708479
0.399041400572, -0.0580335525831, 1.36715930421
0.399034991887, 0.0163951218886, 0.44680070462
0.370043253497, -0.0589798736473, 1.36715929243
0.370036583826, 0.00850924445168, 0.44680070077
0.341037126502, -0.0596376158736, 1.36715928059
0.341030195773, 0.00302815058399, 0.446800696901
0.312025472899, -0.0599722014316, 1.36715926901
0.312018281063, 0.000239984070599, 0.446800693116
0.283011904765, -0.0599436583912, 1.36715925724
0.283004451805, 0.000477838776354, 0.44680068927
0.25400166113, -0.0595035862799, 1.36715924512
0.253993947076, 0.00414504524983, 0.446800685308
0.225002372271, -0.0585930552085, 1.36715923333
0.224994397221, 0.0117326777176, 0.446800681455
0.1960252918, -0.0571382209911, 1.36715922159
0.196017055953, 0.0238560941391, 0.446800677619
0.16708748055, -0.0550428286583, 1.36715920969
0.16707898426, 0.041317405891, 0.446800673731
0.138215936532, -0.0521761861514, 1.36715919793
0.138207180396, 0.0652056953097, 0.446800669886
0.109455961521, -0.0483485303638, 1.36715918616
0.109446946544, 0.0971022952632, 0.446800666042
0.0808925493857, -0.0432575361791, 1.36715917483
0.0808832773352, 0.139526539732, 0.446800662338
0.052712571763, -0.0363527449249, 1.36715916258
0.0527030460904, 0.197065507867, 0.446800658336
0.0346267112892, -0.0302848146529, 1.36715915483
0.0346170228424, 0.247630750714, 0.446800655803
0.0258504007175, -0.0265491024993, 1.36715915095
0.0258406332832, 0.278761166487, 0.446800654535
0.0172680818945, -0.0220414096089, 1.36731991372
0.0172582372186, 0.316324647849, 0.4468531895
0.00932826693394, -0.016481516212, 1.36748015937
0.0093183507991, 0.362656320628, 0.446905555478
0.00284342278859, -0.00928237907737, 1.36763011793
0.00283344828962, 0.42264813022, 0.44695455978
4e-14, 0.0, 1.36777658812
-1.00000899608e-05, 0.5, 0.447002424136
1.0, 0.0, 1.36715932781
0.999998999991, 0.5, 0.446800712331
0.997862529989, -0.00031021149422, 1.36715933974
0.997861510743, 0.497414947299, 0.446800716228
0.993587493151, -0.00092808653428, 1.3671593634
0.993586435429, 0.492266074446, 0.44680072396
0.985035999455, -0.00215397233499, 1.36715941084
0.985034864769, 0.4820505297, 0.446800739465
0.370699173821, -0.0396478341289, 3.04364076142
0.370692510054, 0.169606888811, 0.994650767919
0.370624098354, -0.0279693091108, 3.05190797616
0.370617433911, 0.266926308638, 0.997352374965
0.370756198754, -0.0144127058983, 3.05717090947
0.3707495355, 0.379896119246, 0.999072225989
0.371218986194, 0.0, 3.05894705184
0.371212327105, 0.5, 0.999652643807
0.9759362106, -0.00344380819977, 1.36715946132
0.975934994015, 0.471302076634, 0.44680075596
0.967581919111, -0.00461481288196, 1.36715945919
0.967580627337, 0.461543866919, 0.446800755264
0.950868320438, -0.00692075554084, 1.36715945484
0.95086687824, 0.44232799836, 0.446800753843
0.91742216324, -0.0113930711529, 1.36715944624
0.917420420023, 0.405059322737, 0.446800751031
0.882125134968, -0.0159169107877, 1.36715943719
0.882123074076, 0.367361287415, 0.446800748075
0.846804478466, -0.0202524097896, 1.36715942811
0.846802099685, 0.331232731208, 0.446800745107
0.811462023243, -0.024406467211, 1.367159419
0.811459326376, 0.296616162972, 0.446800742131
0.77609918666, -0.0283832912105, 1.36715940987
0.776096171526, 0.263476515303, 0.446800739148
0.740717020163, -0.0321842962762, 1.36715940082
0.740713686586, 0.231802000999, 0.446800736189
0.705316252481, -0.0358079681552, 1.36715939167
0.705312600294, 0.20160523862, 0.4468007332
0.669897337562, -0.0392497439828, 1.36715938259
0.669893366602, 0.172924251406, 0.44680073023
0.63446050617, -0.0425018255276, 1.36715937341
0.634456216276, 0.145824023536, 0.446800727231
0.599005804795, -0.0455529751641, 1.36715936428
0.599001195806, 0.120398200329, 0.44680072425
0.563533189276, -0.0483882734951, 1.36715935517
0.56352826103, 0.0967711080225, 0.446800721272
0.528042588187, -0.0509887750542, 1.36715934606
0.528037340523, 0.0751006228711, 0.446800718294
0.492534015199, -0.0533311298933, 1.36715933695
0.492528447955, 0.0555813245341, 0.446800715316
0.457007698782, -0.0553869095298, 1.36715932783
0.457001811798, 0.0384501130831, 0.446800712338
0.922317606868, -0.0107499820939, 2.9974520084
0.922315907711, 0.410418308913, 0.979556946777
0.925024931808, -0.00853971029228, 3.00592281944
0.925023257017, 0.428836933615, 0.98232508617
0.925770769471, -0.00383277201905, 3.00955376461
0.925769101393, 0.468060765495, 0.983511626907
0.925685464355, 0.0, 3.01030528406
0.925683795509, 0.5, 0.983757212669
0.0190311612046, -0.0230609179626, 2.97273126849
0.0190213323966, 0.307828886497, 0.971478564002
0.0103119692745, -0.0172877638558, 2.97518076761
0.010302061993, 0.35593770224, 0.972279025137
0.00311912323974, -0.00971083648289, 2.97709638463
0.0031091512221, 0.419077711347, 0.972905021267
4e-14, 0.0, 2.97788420864
-1.00000899608e-05, 0.5, 0.973162470839
0.427839726801, -0.0568362280855, 2.98499750474
0.427833577303, 0.0263726597432, 0.975486993847
0.399135807476, -0.058030049721, 2.98554051539
0.399129399641, 0.0164243119198, 0.975664441929
0.370391400131, -0.0589702027684, 2.9859707964
0.370384733593, 0.00858983376652, 0.975805051585
0.341635280026, -0.0596271782336, 2.98625683191
0.341628354681, 0.00311512946751, 0.975898523879
0.312862072025, -0.0599674615561, 2.98638789019
0.312854887719, 0.000279482374544, 0.975941351842
0.284078670344, -0.05995170317, 2.98634368894
0.284071226985, 0.000410800070332, 0.975926907509
0.255291418845, -0.0595326880199, 2.98607810605
0.255283716398, 0.00390253479209, 0.975840118835
0.226508383477, -0.0586530658307, 2.98555403567
0.226500421981, 0.0112325975341, 0.975668860162
0.197740879293, -0.0572411039776, 2.98475895363
0.197732658887, 0.0229987502075, 0.975409038769
0.169011033702, -0.0552044413175, 2.98365589994
0.169002554725, 0.0399706561769, 0.975048576665
0.140355837292, -0.0524192057169, 2.98213791602
0.140347100415, 0.0631805660164, 0.97455252132
0.111826864291, -0.0487073813011, 2.98014066828
0.111817870651, 0.0941119206253, 0.973899849442
0.0835304810741, -0.0437948871563, 2.97758334428
0.0835212327652, 0.135048689552, 0.973064152686
0.0556899027188, -0.0372031670243, 2.97431715092
0.0556804038424, 0.189978775152, 0.971996807604
0.0373288582927, -0.0313104050262, 2.97157890105
0.0373191941655, 0.23908430671, 0.971101986874
0.0284313231901, -0.0277210419554, 2.97004231542
0.0284215789843, 0.268995167119, 0.970599852757
0.965824248199, -0.00485958108302, 2.94751909482
0.965822940606, 0.459504165905, 0.963239587735
0.949510624552, -0.00710591430852, 2.94945668939
0.949509170134, 0.440785034345, 0.963872765813
0.91687856874, -0.0114641900597, 2.95269330784
0.916876820632, 0.404466675058, 0.96493044624
0.881620119888, -0.0159802397536, 2.95584483945
0.881618054451, 0.366833554828, 0.965960321507
0.846326124417, -0.0203099165498, 2.95879904142
0.846323741331, 0.330753516193, 0.966925712284
0.811006112569, -0.0244589225918, 2.96161256867
0.8110034116, 0.296179042085, 0.967845132584
0.77569759359, -0.0284274624608, 2.96456126587
0.775694574841, 0.263108427687, 0.96880872448
0.74038727886, -0.0322188960883, 2.96755141132
0.740383942316, 0.231513674036, 0.969785861069
0.70502734047, -0.0358367984838, 2.97029840824
0.705023685684, 0.201364989885, 0.970683540212
0.669624500608, -0.0392755219898, 2.97282568751
0.669620527193, 0.172709438261, 0.971509418784
0.634185579082, -0.0425262689462, 2.97514256486
0.634181286714, 0.145620331776, 0.972266541025
0.598711872556, -0.0455773609065, 2.9772932371
0.598707260922, 0.120194989196, 0.972969349826
0.563206602838, -0.048413274013, 2.97928457554
0.563201671654, 0.0965627738452, 0.97362009063
0.527674496263, -0.0510143722361, 2.98112623952
0.527669245286, 0.0748873165776, 0.974221919971
0.492114173327, -0.0533570746645, 2.98281404778
0.492108602304, 0.0553651217103, 0.974773471469
0.456527391901, -0.0554125410409, 2.98435311423
0.456521500595, 0.0382365207172, 0.975276416282
1.0, 0.0, 2.96135566182
0.999998999991, 0.5, 0.967761179113
0.997863334489, -0.00031009482173, 2.9601800106
0.99786231525, 0.497415919554, 0.96737699318
0.993589942012, -0.00092773330649, 2.95782862182
0.993588884312, 0.492269017962, 0.966608593096
0.985041730786, -0.0021531556468, 2.95312581464
0.985040596152, 0.482057335321, 0.965071783251
0.973750881781, -0.00375135696433, 2.94610480055
0.973749645527, 0.468739212977, 0.962777416679
0.0176536331118, -0.0222694041689, 2.83910429337
0.0176437919059, 0.314424724847, 0.927811187628
0.00955958520704, -0.0166751482912, 2.83943722409
0.00954967115408, 0.361042746861, 0.927919984605
0.00292655030054, -0.0094138874146, 2.83974862853
0.00291657654973, 0.421552245674, 0.928021747103
4e-14, 0.0, 2.840052571
-1.00000899608e-05, 0.5, 0.928121071138
0.428075151901, -0.056825509543, 2.8387838795
0.428069004522, 0.0264619794424, 0.927706480978
0.39913181026, -0.0580301979888, 2.83879487327
0.399125402389, 0.0164230763756, 0.927710073581
0.37017892363, -0.0589761049854, 2.83880402796
0.370172255181, 0.00854064944443, 0.927713065202
0.341219058573, -0.0596344910124, 2.83881133961
0.341212129482, 0.00305419066049, 0.927715454546
0.312251668503, -0.0599709477731, 2.83881680506
0.312244478703, 0.000250431050316, 0.927717240576
0.283283427783, -0.0599457113221, 2.83882042005
0.283275977267, 0.000460731303895, 0.927718421904
0.254318587094, -0.0595108546172, 2.83882218265
0.254310875892, 0.00408447678222, 0.927718997896
0.225364423281, -0.0586076435228, 2.83882209255
0.225356451489, 0.0116111104584, 0.927718968451
0.196433197537, -0.0571628313261, 2.83882015236
0.196424965362, 0.0236510114326, 0.927718334425
0.167540735011, -0.0550812317759, 2.83881636849
0.167532242802, 0.0409973852445, 0.927717097913
0.138713681757, -0.0522332315577, 2.8388107528
0.138704930102, 0.0647303248473, 0.927715262785
0.109990320317, -0.0484300211633, 2.83880332183
0.109981310148, 0.0964232165858, 0.92771283445
0.0814716148597, -0.0433768284476, 2.83879410198
0.0814623480208, 0.138532454062, 0.927709821535
0.0533214438155, -0.0365293188701, 2.83878310082
0.0533119236228, 0.195594082848, 0.927706226515
0.035191959668, -0.0305036409809, 2.83877482653
0.0351822763085, 0.245807228372, 0.927703522594
0.0263895463281, -0.026799580469, 2.83877032676
0.0263797837462, 0.27667388486, 0.927702052136
0.965649274225, -0.00488392106671, 2.83878319805
0.965647965057, 0.459301336088, 0.927706258289
0.948995184723, -0.00717613796356, 2.8388061961
0.948993725667, 0.440199846973, 0.927713773721
0.915668258764, -0.0116224439263, 2.83884742128
0.915666499763, 0.403147914815, 0.927727245517
0.880504979933, -0.0161198437775, 2.83888399632
0.880502904459, 0.365670207351, 0.927739197716
0.845318408627, -0.0204307125531, 2.83891349759
0.845316016471, 0.329746899609, 0.927748838306
0.810110255508, -0.024561764214, 2.83893592418
0.810107546476, 0.295322042849, 0.927756166993
0.774881902094, -0.0285170565517, 2.83895127535
0.774878876004, 0.262361822706, 0.927761183536
0.739634393087, -0.0322978805364, 2.83895955065
0.739631049767, 0.230855481272, 0.927763887786
0.704368473886, -0.0359025460514, 2.83896074988
0.704364813169, 0.20081710262, 0.927764279676
0.669084512439, -0.0393265406427, 2.83895487314
0.669080534164, 0.172284289906, 0.927762359241
0.633782812636, -0.0425620785092, 2.83894192079
0.633778516643, 0.145321923725, 0.927758126602
0.598463350496, -0.0455979809436, 2.83892189346
0.598458736624, 0.120023158417, 0.927751581957
0.563126133309, -0.0484194340145, 2.83889479204
0.5631212014, 0.0965114413552, 0.927742725601
0.527771067573, -0.0510076566348, 2.83886061737
0.527765817465, 0.0749432789891, 0.92773155781
