FFD Points: X, Y, Z
1.3276506499, -0.0703126080334, 0
7, 1, 1
1.34667641338, -0.0618921406567, 0.069793254137
7, 1, 2
1.57904214329, -0.00435571186245, 0.837243378162
7, 1, 3
2.09393880102, 0.0706287119538, 1.83181250095
7, 1, 4
3.15171869596, 0.314420118928, 3.73709082603
7, 2, 0
1.3276506499, 0.0872164681554, 0
7, 2, 1
1.34667641338, 0.0871262714267, 0.069793254137
7, 2, 2
1.57904214329, 0.0871304623783, 0.837243378162
7, 2, 3
2.09393880102, 0.141389676929, 1.83181250095
7, 2, 4
3.15171869596, 0.371761196852, 3.73709082603
8, 0, 0
1.52087635177, -0.227841684222, 0
8, 0, 1
1.53533945887, -0.21091055274, 0.069793254137
8, 0, 2
1.71780626509, -0.0958418861032, 0.837243378162
8, 0, 3
2.19806176292, -0.000132253021, 1.83181250095
8, 0, 4
3.2130259196, 0.257079041004, 3.73709082603
8, 1, 0
1.52087635177, -0.0703126080334, 0
8, 1, 1
1.53533945887, -0.0618921406567, 0.069793254137
8, 1, 2
1.71780626509, -0.00435571186245, 0.837243378162
8, 1, 3
2.19806176292, 0.0706287119538, 1.83181250095
8, 1, 4
3.2130259196, 0.314420118928, 3.73709082603
8, 2, 0
1.52087635177, 0.0872164681554, 0
8, 2, 1
1.53533945887, 0.0871262714267, 0.069793254137
8, 2, 2
1.71780626509, 0.0871304623783, 0.837243378162
8, 2, 3
2.19806176292, 0.141389676929, 1.83181250095
8, 2, 4
3.2130259196, 0.371761196852, 3.73709082603
9, 0, 0
1.71410205364, -0.227841684222, 0
9, 0, 1
1.72400250435, -0.21091055274, 0.069793254137
9, 0, 2
1.85657038689, -0.0958418861032, 0.837243378162
9, 0, 3
2.30218472481, -0.000132253021, 1.83181250095
9, 0, 4
3.27433314323, 0.257079041004, 3.73709082603
9, 1, 0
1.71410205364, -0.0703126080334, 0
9, 1, 1
1.72400250435, -0.0618921406567, 0.069793254137
9, 1, 2
1.85657038689, -0.00435571186245, 0.837243378162
9, 1, 3
2.30218472481, 0.0706287119538, 1.83181250095
9, 1, 4
3.27433314323, 0.314420118928, 3.73709082603
9, 2, 0
1.71410205364, 0.0872164681554, 0
9, 2, 1
1.72400250435, 0.0871262714267, 0.069793254137
9, 2, 2
1.85657038689, 0.0871304623783, 0.837243378162
9, 2, 3
2.30218472481, 0.141389676929, 1.83181250095
9, 2, 4
3.27433314323, 0.371761196852, 3.73709082603
Solid Boundary Point Data
0.00364177161828, -0.0139815630391, 4.72369e-08
0.0164293655179, 0.678795102571, 2.13876369211e-05
0.00132777309045, -0.00901745818555, 1.480237461e-05
0.0150926189882, 0.694547866025, 7.40019761253e-05
7.073680172e-05, -0.00368669838645, 1.250609512e-05
0.0143707315502, 0.711468518054, 6.5819167271e-05
0.00023708290246, 0.00178772793151, 1.20574498e-06
0.0144710770039, 0.728846964276, 2.55216240972e-05
0.00177797314245, 0.00704346736893, 2.15667956e-06
0.0153567453434, 0.745528636451, 2.89145367466e-05
0.00445156684145, 0.0118235340342, 1.5964702e-07
0.0168949777587, 0.760701066159, 2.17887799835e-05
0.00790182314813, 0.0160771049559, -2.6477019e-07
0.0188791638742, 0.774202073626, 2.02741938907e-05
0.733008265495, -0.202841684222, -1.50777203e-06
0.435839439249, 0.079349744345, 1.58379979441e-05
0.687769055367, -0.20190359652, 2.3128524e-07
0.409824934502, 0.0823260268029, 2.2044423316e-05
0.64256298542, -0.199938595295, 3.34418178e-06
0.383829057276, 0.0885608077824, 3.31510424963e-05
0.597419261932, -0.19685664773, 8.225005e-08
0.357870882008, 0.0983452662747, 2.15125842053e-05
0.552370905876, -0.192603230476, 2.840865e-07
0.331966537733, 0.111845575136, 2.22328451111e-05
0.507454514503, -0.187130779028, -3.60586091e-06
0.306139368536, 0.129217869943, 8.3487374929e-06
0.462709367275, -0.180400103331, -7.20787784e-06
0.280410644439, 0.150583482832, -4.51273521836e-06
0.418171942234, -0.172409951687, -6.14695546e-06
0.254799873439, 0.175943597945, -7.24067779133e-07
0.373869001865, -0.163207277656, 8.1684601e-07
0.2293218992, 0.205148711476, 2.41339440953e-05
0.32981428504, -0.152880817652, 1.94364588e-06
0.203988590417, 0.237924498422, 2.81544668847e-05
0.28600859642, -0.141543790698, 1.744357e-08
0.178799559326, 0.273909613889, 2.12813166294e-05
0.242460533977, -0.129254162312, -1.32857463e-06
0.153758490986, 0.312917891299, 1.64775779523e-05
0.199215188622, -0.115939505398, -1.68119811e-06
0.128891143674, 0.355179054287, 1.52190051185e-05
0.156395852566, -0.101315222681, -1.177443664e-05
0.104272518396, 0.40160143704, -2.08252262907e-05
0.114254310727, -0.0848442167044, -2.8602351e-06
0.0800363448008, 0.453876591633, 1.10104846304e-05
0.0732214525342, -0.0657879337668, -1.400122346e-05
0.0564455949656, 0.51436568268, -2.87825110687e-05
0.0354028120637, -0.0436999760568, -1.30040166e-06
0.034693555363, 0.584468589274, 1.65781300385e-05
0.0179898757487, -0.030422097072, 2.37408335e-06
0.0246790380975, 0.626611799651, 2.96901809607e-05
0.0101625090465, -0.0227643549442, 3.7658649e-06
0.0201774670334, 0.650917326891, 3.46553027112e-05
0.00667173787951, -0.0185440666974, 2.4747817e-06
0.018170690905, 0.664312988999, 3.00494423634e-05
0.847528517246, 0.0133537687361, 1.11583256721
0.0274300887579, 0.445555939728, 0.52505064866
0.845823943615, 0.0154612772167, 1.11583256721
0.0260511586489, 0.456146646609, 0.52505064866
0.844842731953, 0.0179859139025, 1.11583256721
0.0252573986847, 0.468833517085, 0.52505064866
0.844955742359, 0.0206980612129, 1.11583256721
0.0253488194654, 0.482462670869, 0.52505064866
0.845856845379, 0.023255366832, 1.11583256721
0.0260777748255, 0.495313710125, 0.52505064866
0.847322523594, 0.0255371537059, 1.11583256721
0.0272634483475, 0.506780205358, 0.52505064866
0.849153637886, 0.0275392830372, 1.11583256721
0.0287447446577, 0.516841358174, 0.52505064866
1.30051100254, -0.0410213060677, 1.11583256721
0.393874328173, 0.172308887971, 0.52505064866
1.27281701565, -0.0411287806928, 1.11583256721
0.371471029386, 0.171768803667, 0.52505064866
1.24512398243, -0.0408691726625, 1.11583256721
0.349068502083, 0.173073392748, 0.52505064866
1.21743679047, -0.0402473472059, 1.11583256721
0.326670700115, 0.176198206339, 0.52505064866
1.18976008892, -0.0392620079219, 1.11583256721
0.304281384465, 0.181149759147, 0.52505064866
1.16209876537, -0.0379136055708, 1.11583256721
0.281904508983, 0.187925786, 0.52505064866
1.13445794582, -0.0361940041184, 1.11583256721
0.259544220395, 0.196567172311, 0.52505064866
1.10684347153, -0.0340942107141, 1.11583256721
0.237205244035, 0.207119109188, 0.52505064866
1.07926118374, -0.0316075198352, 1.11583256721
0.214892305239, 0.2196152934, 0.52505064866
1.05171704292, -0.0287284944207, 1.11583256721
0.192610225779, 0.234083047409, 0.52505064866
1.02421677113, -0.0254568457604, 1.11583256721
0.170363634554, 0.250523822047, 0.52505064866
0.996766984463, -0.0217861551791, 1.11583256721
0.14815788373, 0.268969872611, 0.52505064866
0.969376027584, -0.0176994726062, 1.11583256721
0.125999723788, 0.28950637704, 0.52505064866
0.942057073116, -0.0131565285847, 1.11583256721
0.103899810841, 0.312335698464, 0.52505064866
0.914835810661, -0.00806205440313, 1.11583256721
0.0818789267225, 0.337936583712, 0.52505064866
0.887781977653, -0.00214673602022, 1.11583256721
0.0599934861555, 0.367662396764, 0.52505064866
0.866832494736, 0.00368798337877, 1.11583256721
0.0430462142782, 0.396983181689, 0.52505064866
0.856682300568, 0.00758196180686, 1.11583256721
0.0348351237778, 0.416551304196, 0.52505064866
0.851860582829, 0.0100917024538, 1.11583256721
0.0309345520185, 0.429163318707, 0.52505064866
0.849596977234, 0.0115975812078, 1.11583256721
0.0291033879947, 0.436730700109, 0.52505064866
1.9360537529, 0.124869026244, 2.54629254341
0.0856054226154, 0.168252665494, 0.823165428686
1.93487727642, 0.126265242696, 2.54629254341
0.0841609244304, 0.178407869974, 0.823165428686
1.93415534496, 0.12794226408, 2.54629254341
0.0832745244904, 0.190605473754, 0.823165428686
1.93410432339, 0.129767283797, 2.5462770462
0.0832253091905, 0.203893153073, 0.823162810714
1.93461179733, 0.13152115047, 2.5462770462
0.0838483915858, 0.216649643629, 0.823162810714
1.93551886082, 0.13310572505, 2.5462770462
0.0849620946504, 0.228174813122, 0.823162810714
1.93668603897, 0.134509727359, 2.5462770462
0.0863951695229, 0.238386616833, 0.823162810714
2.23812294006, 0.110091127455, 2.54629254341
0.456491199381, 0.0607674802574, 0.823165428686
2.22084617615, 0.109130986035, 2.54629254341
0.435278489587, 0.0537840125874, 0.823165428686
2.20356106758, 0.108333840966, 2.54629254341
0.414055534087, 0.0479860783486, 0.823165428686
2.18626952171, 0.107699871063, 2.54629254341
0.392824674757, 0.0433749781216, 0.823165428686
2.16897249222, 0.107225611806, 2.54629254341
0.371587082534, 0.039925513157, 0.823165428686
2.15167212486, 0.106908656657, 2.54629254341
0.350345392029, 0.0376201798069, 0.823165428686
2.13436937332, 0.106750234962, 2.54629254341
0.329100774179, 0.0364679195633, 0.823165428686
2.11706614494, 0.106750227511, 2.54629254341
0.30785557086, 0.0364678653725, 0.823165428686
2.0997633934, 0.106914527714, 2.54629254341
0.28661095301, 0.0376628822041, 0.823165428686
2.08246326447, 0.107248172164, 2.54629254341
0.265369555239, 0.0400896030792, 0.823165428686
2.06516766548, 0.107760116458, 2.54629254341
0.244133719423, 0.0438131654108, 0.823165428686
2.0478785038, 0.108462505043, 2.54629254341
0.222905787438, 0.0489219002997, 0.823165428686
2.0305993557, 0.109374664724, 2.54629254341
0.201690150299, 0.0555563788352, 0.823165428686
2.01333427429, 0.110527224839, 2.54629254341
0.180491784494, 0.0639393796403, 0.823165428686
1.9960912466, 0.111968234181, 2.54629254341
0.159320496626, 0.0744203795673, 0.823165428686
1.97888469696, 0.113792672753, 2.54629254341
0.13819399713, 0.087690203692, 0.823165428686
1.96175765991, 0.116247072816, 2.54629254341
0.117165124576, 0.105541973361, 0.823165428686
1.94749987125, 0.119399271905, 2.54629254341
0.0996591648618, 0.12846909635, 0.823165428686
1.94064378738, 0.121910497546, 2.54629254341
0.0912411464086, 0.146734179704, 0.823165428686
1.93747031689, 0.123717144132, 2.54629254341
0.0873447044, 0.159874596057, 0.823165428686
2.84210276604, 0.312989115715, 3.73709082603
0.216640478133, 0.487522011011, 1.00000000123
2.84146618843, 0.313651800156, 3.73709082603
0.215486766697, 0.493300455246, 1.00000000123
2.8409845829, 0.314433276653, 3.73709058762
0.214614210453, 0.500115002814, 0.99999996995
2.84075713158, 0.315323621035, 3.73709058762
0.214201985504, 0.507878585133, 0.99999996995
2.84096193314, 0.316220104694, 3.73709201813
0.214571426104, 0.515694107113, 1.00000015765
2.84152054787, 0.316947579384, 3.73709201813
0.215583840739, 0.522037507203, 1.00000015765
2.84222435951, 0.317538678646, 3.73709201813
0.216859405401, 0.527191747162, 1.00000015765
3.01642775536, 0.304777741432, 3.7370891571
0.532582943417, 0.415922739822, 0.999999782246
3.00634622574, 0.303877025843, 3.7370891571
0.514311535839, 0.408068724519, 0.999999782246
2.99625301361, 0.303119748831, 3.7370891571
0.496018955293, 0.401465457839, 0.999999782246
2.9861497879, 0.302510529757, 3.7370891571
0.477708226489, 0.39615321945, 0.999999782246
2.97603869438, 0.302053064108, 3.73708939552
0.459382970617, 0.392163963913, 0.99999981353
2.96592187881, 0.301745712757, 3.73708939552
0.44104761043, 0.389483936708, 0.99999981353
2.95580148697, 0.301589787006, 3.73708939552
0.422705768722, 0.38812430301, 0.99999981353
2.94567990303, 0.301581442356, 3.73708939552
0.404361766507, 0.388051539738, 0.99999981353
2.93555927277, 0.301719248295, 3.73708939552
0.386019492697, 0.389253173191, 0.99999981353
2.92544150352, 0.302000284195, 3.73708963394
0.36768212837, 0.391703467036, 0.999999844814
2.91532897949, 0.302422821522, 3.73708963394
0.349354544407, 0.395387887362, 0.999999844814
2.90522289276, 0.302985936403, 3.73708963394
0.331038627185, 0.400298108976, 0.999999844814
2.89512586594, 0.303689718246, 3.73708987236
0.312738849281, 0.406434642732, 0.999999876098
2.88504004478, 0.304538369179, 3.73708987236
0.294459659086, 0.41383466786, 0.999999876098
2.87496900558, 0.305548161268, 3.73709011078
0.276206975455, 0.422639535534, 0.999999907382
2.86492228508, 0.306774586439, 3.7370903492
0.257998362996, 0.433333390442, 0.999999938666
2.85493302345, 0.308399796486, 3.73709058762
0.239893883846, 0.447504551249, 0.99999996995
2.84782171249, 0.310165733099, 3.73709082603
0.227005300687, 0.462902813699, 1.00000000123
2.84441328049, 0.311506509781, 3.73709082603
0.220827975334, 0.474594054375, 1.00000000123
2.84282827377, 0.312424302101, 3.73709082603
0.217955363489, 0.482596976152, 1.00000000123
0.0118733439595, 0.0198486000299, -1.4459137e-07
0.0211628687158, 0.786172865276, 2.07030739374e-05
0.0161933396012, 0.0232153963298, 7.1313769e-07
0.0236466543471, 0.796859023033, 2.37638796597e-05
0.025501890108, 0.0289816167206, 4.41751217e-06
0.0289978579399, 0.815160637356, 3.69797778905e-05
0.0455125086009, 0.0378655381501, -1.61394428e-06
0.0405070870983, 0.843359213241, 1.54590490039e-05
0.086198605597, 0.0491649098694, 5.465253e-08
0.0639022491487, 0.879223489366, 2.14141002403e-05
0.12788464129, 0.056032449007, -5.227871e-08
0.0878731283498, 0.901021227681, 2.10325048376e-05
0.169948831201, 0.0600211694837, -3.189493e-07
0.112061517905, 0.913681535839, 2.00808440838e-05
0.212160259485, 0.0619283989072, 1.39489498e-06
0.136333829574, 0.91973502579, 2.61965338804e-05
0.254414647818, 0.0622164681554, 5.83496058e-06
0.160629876065, 0.920649111205, 4.2035375822e-05
0.296659350395, 0.0612370297313, 8.07698234e-06
0.184921211492, 0.917540203074, 5.00304384611e-05
0.33887091279, 0.0592915974557, 5.47211039e-06
0.209195219559, 0.911365484783, 4.07412734475e-05
0.381040245295, 0.0565777681768, 1.31513934e-06
0.23344543048, 0.902751986217, 2.59119578663e-05
0.423167854547, 0.0532768666744, -4.4856628e-07
0.257670784502, 0.892274976711, 1.96182735547e-05
0.465258747339, 0.049536023289, 4.822229e-08
0.281874262705, 0.880401412647, 2.1391153372e-05
0.507319152355, 0.04546642676, 5.142239e-08
0.30606037375, 0.8674844174, 2.1402573208e-05
0.549356281757, 0.0411623306572, -2.840725e-08
0.330233126199, 0.853823123974, 2.11176930302e-05
0.591376364231, 0.0366947427392, 4.81845e-09
0.354396040876, 0.839642891887, 2.12362626047e-05
0.633384108543, 0.0321131870151, -1.17905e-09
0.378551872697, 0.825100927723, 2.12148598951e-05
0.67538267374, 0.0274473074824, 3.549011e-08
0.402702414023, 0.810291311877, 2.13457174391e-05
0.717372596264, 0.0227049738169, 9.995146e-08
0.42684797847, 0.795239023689, 2.15757529574e-05
0.851217865944, 0.0293014869094, 1.11583256721
0.0304146204371, 0.525696831283, 0.52505064866
0.853439033031, 0.0308695919812, 1.11583256721
0.0322114534503, 0.533576914009, 0.52505064866
0.858164608479, 0.0335563123226, 1.11583256721
0.0360342500412, 0.547078291521, 0.52505064866
0.868197619915, 0.0377392359078, 1.11583256721
0.0441505445211, 0.568098428809, 0.52505064866
0.889132857323, 0.0436089634895, 1.11583256721
0.0610862923654, 0.597595137772, 0.52505064866
0.914903342724, 0.0486046038568, 1.11583256721
0.0819335573895, 0.622699360744, 0.52505064866
0.940873622894, 0.0524420849979, 1.11583256721
0.102942448182, 0.641983571602, 0.52505064866
0.966940224171, 0.055562697351, 1.11583256721
0.124029258796, 0.65766535463, 0.52505064866
0.993063271046, 0.0581702366471, 1.11583256721
0.145161731583, 0.670768829477, 0.52505064866
1.01922345161, 0.0603753812611, 1.11583256721
0.166324244004, 0.681850180016, 0.52505064866
1.04541003704, 0.062242385, 1.11583256721
0.18750811687, 0.691232296162, 0.52505064866
1.07161617279, 0.0638104975224, 1.11583256721
0.208707805147, 0.699112416329, 0.52505064866
1.09783732891, 0.0651062503457, 1.11583256721
0.229919644286, 0.705623867395, 0.52505064866
1.1240695715, 0.0661516711116, 1.11583256721
0.25114045192, 0.710877343241, 0.52505064866
1.15031015873, 0.0669616907835, 1.11583256721
0.272368010034, 0.714947875337, 0.52505064866
1.17655658722, 0.0675489082932, 1.11583256721
0.293600293483, 0.717898776166, 0.52505064866
1.20280718803, 0.0679164379835, 1.11583256721
0.314835952172, 0.719745696003, 0.52505064866
1.22905981541, 0.0680672302842, 1.11583256721
0.336073250263, 0.720503461426, 0.52505064866
1.25531280041, 0.067996494472, 1.11583256721
0.35731083766, 0.720147997968, 0.52505064866
1.28156423569, 0.0677049010992, 1.11583256721
0.378547171397, 0.718682675305, 0.52505064866
1.93801999092, 0.135756358504, 2.5462770462
0.0880330111963, 0.247453804598, 0.823162810714
1.94098448753, 0.137888684869, 2.5462770462
0.0916728545147, 0.262962965904, 0.823162810714
1.94748318195, 0.141215831041, 2.5462770462
0.0996520268848, 0.287162472854, 0.823162810714
1.96128213406, 0.145986691117, 2.5462770462
0.116594540295, 0.32186261994, 0.823162810714
1.97724592686, 0.149982228875, 2.5462770462
0.136195070218, 0.350923574502, 0.823162810714
1.99337673187, 0.153246432543, 2.5462770462
0.156000659676, 0.374665278426, 0.823162810714
2.00959277153, 0.156057849526, 2.5462770462
0.175910901215, 0.395113705188, 0.823162810714
2.02586174011, 0.15854537487, 2.5462770462
0.195886129501, 0.41320635388, 0.823162810714
2.04216742516, 0.160782009363, 2.5462770462
0.215906438685, 0.429474184973, 0.823162810714
2.05849981308, 0.162813276052, 2.5462770462
0.235959533975, 0.444248303637, 0.823162810714
2.07485318184, 0.164667457342, 2.5462770462
0.256038389778, 0.457734417765, 0.823162810714
2.09122395515, 0.166363194585, 2.5462770462
0.276138615097, 0.470068112488, 0.823162810714
2.10760903358, 0.167911857367, 2.5462770462
0.296256404401, 0.481332082812, 0.823162810714
2.12400698662, 0.169321238995, 2.5462770462
0.316390001293, 0.491583012207, 0.823162810714
2.14041566849, 0.170596271753, 2.5462770462
0.336536771174, 0.500856774917, 0.823162810714
2.15683412552, 0.171741619706, 2.5462770462
0.356695543112, 0.509187294319, 0.823162810714
2.17326068878, 0.172760546207, 2.5462770462
0.376864267975, 0.51659830594, 0.823162810714
2.1896944046, 0.173658207059, 2.5462770462
0.397041774831, 0.523127309743, 0.823162810714
2.20613431931, 0.174438714981, 2.5462770462
0.417226892748, 0.528804218995, 0.823162810714
2.22257876396, 0.175108611584, 2.5462770462
0.437417572593, 0.533676613128, 0.823162810714
2.84299468994, 0.318040668964, 3.73709201813
0.218255526479, 0.53156897908, 1.00000015765
2.84462404251, 0.318877995014, 3.73709201813
0.221208510524, 0.538870255973, 1.00000015765
2.84804010391, 0.32020252943, 3.73709201813
0.227399665835, 0.550419869804, 1.00000015765
2.8550798893, 0.322239458561, 3.73709177971
0.240158624048, 0.568181654075, 1.00000012637
2.86437535286, 0.324364691973, 3.73709154129
0.257005694921, 0.586713428841, 1.00000009509
2.87373447418, 0.326191395521, 3.73709130287
0.273968134014, 0.602642095879, 1.0000000638
2.88312792778, 0.327832013369, 3.73709130287
0.29099251035, 0.616947878112, 1.0000000638
2.89254426956, 0.329336941242, 3.73709130287
0.308058368452, 0.630070477302, 1.0000000638
2.90197706223, 0.33073374629, 3.73709106445
0.325154321026, 0.642250534018, 1.00000003252
2.91142320633, 0.332039833069, 3.73709106445
0.34227419035, 0.65363928766, 1.00000003252
2.92087960243, 0.333267211914, 3.73709106445
0.359412640046, 0.664341727592, 1.00000003252
2.93034482002, 0.334424465895, 3.73709106445
0.376567077505, 0.67443269605, 1.00000003252
2.93981790543, 0.335517287254, 3.73709106445
0.393735774321, 0.68396182799, 1.00000003252
2.94929766655, 0.336549371481, 3.73709082603
0.41091684194, 0.692961607518, 1.00000000123
2.95878386497, 0.337522089481, 3.73709082603
0.428109302846, 0.701443467626, 1.00000000123
2.96827578545, 0.3384360075, 3.73709082603
0.445312134193, 0.70941260645, 1.00000000123
2.97777318954, 0.339289903641, 3.73709082603
0.462524903877, 0.716858369366, 1.00000000123
2.98727607727, 0.340082705021, 3.73709082603
0.4797476119, 0.723771401095, 1.00000000123
2.99678397179, 0.340811818838, 3.73709082603
0.496979394057, 0.730129093044, 1.00000000123
3.00629663467, 0.341475307941, 3.73709082603
0.514219818248, 0.735914553738, 1.00000000123
1.68695342541, -0.12996289134, 3.692931205e-05
0.984385555276, 0.310648160047, 0.000152751038235
1.68295454979, -0.130054995418, 6.802672578e-05
0.982083311458, 0.310339399741, 0.000263119855484
1.67495584488, -0.130190700293, 0.00011412790627
0.977479564708, 0.309884340648, 0.000426087927991
1.65895831585, -0.130477234721, 0.00014246447245
0.96827748107, 0.30895985669, 0.000525876160089
1.6269775629, -0.131566986442, 1.559647535e-05
0.949899141663, 0.305567929176, 7.6831302832e-05
1.56967484951, -0.135276228189, 9.4533357e-07
0.916949637137, 0.29380250133, 2.45924231993e-05
1.51250350475, -0.140661343932, 5.27117209e-06
0.884073706423, 0.276707605471, 4.00246074075e-05
